"","Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager"
"1593",35,"No","Travel Rarely",217,"R&D",14,4,"Medical Sciences",3,"Female",78,3,2,"Manufacturing Director",4,"Married",2285,17360,1,"No",14,3,2,2,16,2,3,8,3,0,2
"1594",45,"No","Non Travel",1291,"R&D",7,4,"Medical Sciences",2,"Male",96,2,2,"Research Scientist",3,"Married",4723,24162,3,"Yes",12,3,3,0,9,3,3,26,2,0,4
"1595",33,"No","Travel Rarely",971,"HR",18,4,"Other",1,"Female",86,3,1,"Research Scientist",2,"Single",9699,26933,7,"No",20,3,1,0,1,3,2,3,7,1,0
"1596",43,"No","Travel Rarely",718,"Sales",14,2,"Life Sciences",1,"Male",55,3,5,"Healthcare Representative",4,"Married",3149,21829,1,"No",18,3,3,0,10,3,3,7,2,0,6
"1597",30,"No","Travel Frequently",766,"R&D",27,3,"Technical",3,"Female",98,3,2,"Laboratory Technician",4,"Divorced",3500,10425,1,"Yes",13,3,4,1,15,2,4,22,1,0,8
"1598",44,"No","Travel Rarely",307,"Sales",2,1,"Life Sciences",3,"Female",75,2,3,"Laboratory Technician",3,"Married",2728,25800,3,"No",12,3,3,1,28,4,2,3,3,1,4
"1599",41,"No","Travel Rarely",894,"Sales",25,3,"Life Sciences",3,"Male",72,3,2,"Sales Executive",4,"Married",9667,10138,5,"Yes",12,3,4,3,4,3,3,5,0,2,7
"1600",30,"Yes","Non Travel",986,"R&D",3,2,"Life Sciences",1,"Female",49,3,2,"Research Scientist",1,"Divorced",6142,11563,2,"No",14,3,4,1,6,0,3,5,4,0,8
"1601",32,"No","Travel Rarely",1336,"R&D",1,2,"Life Sciences",4,"Female",60,3,2,"Healthcare Representative",3,"Divorced",16792,23978,0,"Yes",11,3,2,0,20,2,3,6,0,1,2
"1602",43,"Yes","Non Travel",1181,"R&D",8,3,"Life Sciences",4,"Male",100,3,3,"Sales Executive",3,"Married",16422,5411,9,"Yes",14,3,4,0,4,1,3,9,2,0,2
"1603",56,"No","Travel Rarely",1309,"R&D",20,5,"Life Sciences",2,"Male",42,3,1,"Laboratory Technician",4,"Divorced",4768,22949,0,"No",20,4,1,2,16,2,3,2,2,0,2
"1604",40,"No","Travel Frequently",552,"R&D",1,4,"Medical Sciences",4,"Male",87,2,2,"Sales Executive",1,"Single",4821,5549,0,"No",17,3,3,1,7,1,3,5,7,1,10
"1605",42,"No","Travel Rarely",154,"R&D",10,4,"Medical Sciences",4,"Female",78,2,4,"Manager",1,"Divorced",4869,24483,2,"Yes",18,3,2,0,10,0,3,10,2,5,7
"1606",41,"No","Travel Rarely",1271,"R&D",20,2,"Medical Sciences",3,"Female",42,3,1,"Manufacturing Director",1,"Married",8943,19609,7,"No",12,3,2,0,9,2,2,5,11,2,12
"1607",33,"No","Travel Rarely",1296,"R&D",2,4,"Medical Sciences",1,"Male",76,3,1,"Research Scientist",2,"Married",4649,5340,1,"No",16,3,4,1,10,2,4,3,1,4,7
"1608",31,"No","Travel Frequently",809,"R&D",10,3,"Marketing",3,"Female",56,3,2,"Sales Executive",2,"Divorced",3452,20420,1,"No",13,3,2,1,6,3,4,3,7,1,2
"1609",27,"No","Travel Rarely",471,"R&D",18,3,"Life Sciences",4,"Female",50,3,2,"Laboratory Technician",1,"Married",6214,15747,1,"No",24,3,1,0,23,0,4,8,7,2,7
"1610",36,"No","Travel Rarely",1136,"Sales",11,2,"Technical",1,"Male",90,3,1,"Laboratory Technician",3,"Married",7406,22061,3,"No",16,3,1,1,15,3,3,20,7,0,7
"1611",39,"No","Non Travel",555,"Sales",9,4,"Marketing",1,"Female",34,3,3,"Sales Executive",1,"Single",13120,16885,1,"No",17,3,1,2,25,3,4,4,7,0,0
"1612",28,"Yes","Non Travel",602,"R&D",13,2,"Medical Sciences",2,"Male",32,3,2,"Sales Executive",4,"Married",5828,19305,4,"No",14,3,4,0,9,4,3,14,9,0,2
"1613",51,"No","Travel Rarely",218,"R&D",4,2,"Medical Sciences",1,"Female",74,4,3,"Sales Executive",1,"Married",2145,12388,3,"No",17,3,1,0,11,6,3,10,7,2,7
"1614",29,"Yes","Non Travel",928,"R&D",23,1,"Marketing",4,"Male",52,3,3,"Research Scientist",4,"Married",2904,19305,1,"No",13,3,2,0,16,2,2,16,4,7,11
"1615",36,"Yes","Travel Rarely",1225,"R&D",3,1,"Life Sciences",1,"Male",64,3,2,"Manager",4,"Married",4553,21447,1,"No",17,3,3,1,5,3,4,6,0,1,7
"1616",57,"Yes","Travel Rarely",682,"R&D",23,4,"Technical",1,"Female",70,3,1,"Sales Representative",3,"Married",2836,11652,7,"No",13,3,4,1,4,2,3,5,2,1,0
"1617",50,"No","Travel Rarely",1441,"Sales",8,2,"Marketing",4,"Female",45,3,1,"Healthcare Representative",3,"Divorced",3692,23793,0,"Yes",19,3,3,2,10,6,3,5,11,1,2
"1618",58,"No","Travel Rarely",1176,"R&D",2,4,"Life Sciences",4,"Female",78,3,2,"Research Scientist",3,"Married",2373,13022,1,"No",11,3,2,1,4,2,3,20,3,2,10
"1619",60,"No","Travel Rarely",369,"Sales",5,3,"Medical Sciences",3,"Male",85,3,2,"Research Scientist",1,"Divorced",4721,26496,1,"Yes",17,4,1,0,10,2,2,1,10,0,3
"1620",35,"No","Travel Rarely",468,"R&D",2,3,"Marketing",3,"Male",94,1,1,"Healthcare Representative",4,"Married",4194,5747,9,"No",15,3,1,0,9,6,3,2,2,0,9
"1621",42,"No","Travel Rarely",1479,"R&D",29,4,"Medical Sciences",2,"Female",96,2,1,"Laboratory Technician",2,"Divorced",7779,15182,0,"No",12,3,3,1,7,2,3,1,0,3,1
"1622",30,"Yes","Travel Rarely",482,"Sales",28,4,"Medical Sciences",1,"Male",75,3,2,"Research Scientist",4,"Single",4771,19100,1,"No",13,3,3,0,19,2,2,5,0,5,7
"1623",29,"Yes","Travel Rarely",541,"R&D",28,3,"Life Sciences",3,"Female",61,2,1,"Manager",1,"Married",2610,17071,1,"No",14,4,4,0,7,2,3,15,7,1,1
"1624",27,"No","Travel Rarely",1321,"Sales",1,1,"Medical Sciences",3,"Male",90,3,1,"Sales Executive",3,"Married",5487,17519,2,"No",22,3,1,0,1,3,3,13,3,4,0
"1625",18,"No","Travel Rarely",648,"R&D",1,2,"Medical Sciences",4,"Female",76,3,2,"Research Scientist",2,"Divorced",5329,5220,1,"No",16,3,4,1,6,3,2,3,0,1,7
"1626",49,"Yes","Travel Rarely",1395,"Sales",1,2,"Medical Sciences",3,"Male",77,3,2,"Manufacturing Director",2,"Married",6261,13982,4,"No",14,3,1,1,10,2,2,7,2,0,7
"1627",38,"No","Travel Rarely",644,"R&D",4,4,"Medical Sciences",2,"Female",87,3,2,"Sales Executive",3,"Married",5208,5323,9,"Yes",13,4,1,0,1,5,3,5,7,7,4
"1628",42,"No","Travel Frequently",152,"R&D",10,3,"Medical Sciences",4,"Male",66,4,2,"Research Director",3,"Single",3140,4956,1,"Yes",12,3,2,1,4,2,4,20,3,0,11
"1629",45,"No","Travel Rarely",1179,"R&D",6,2,"Life Sciences",4,"Female",65,3,1,"Sales Representative",3,"Single",10845,13939,3,"No",12,3,2,1,9,3,3,3,0,13,15
"1630",35,"No","Travel Rarely",495,"Sales",7,3,"Technical",1,"Male",73,1,2,"Laboratory Technician",4,"Married",10648,6069,6,"No",12,3,2,2,10,2,3,7,1,0,3
"1631",29,"No","Travel Rarely",1053,"HR",11,1,"Marketing",4,"Female",30,3,2,"Sales Executive",1,"Single",4534,3449,7,"No",17,3,1,1,4,2,3,1,3,0,2
"1632",52,"No","Travel Rarely",1052,"Sales",6,5,"Medical Sciences",3,"Female",76,3,2,"HR",2,"Single",2180,8232,0,"Yes",11,3,2,3,12,1,3,22,7,1,2
"1633",45,"No","Travel Rarely",319,"R&D",1,4,"Life Sciences",3,"Male",52,3,1,"Research Scientist",3,"Married",14411,6975,1,"Yes",21,3,2,0,9,2,2,5,3,0,0
"1634",41,"No","Travel Rarely",335,"Sales",9,3,"Medical Sciences",3,"Male",70,2,5,"Manufacturing Director",1,"Single",19197,11934,0,"No",13,3,2,0,9,2,3,6,2,11,2
"1635",33,"No","Travel Rarely",300,"R&D",14,3,"Medical Sciences",1,"Male",98,2,5,"Research Scientist",2,"Married",16856,22455,1,"No",14,3,3,0,9,2,3,21,2,0,0
"1636",33,"No","Travel Rarely",200,"R&D",5,4,"Life Sciences",4,"Male",54,3,2,"Sales Executive",3,"Divorced",7260,24941,1,"No",12,3,3,0,5,5,1,21,9,0,0
"1637",34,"No","Non Travel",163,"R&D",20,1,"HR",4,"Male",30,4,4,"Sales Executive",3,"Single",17048,14961,1,"Yes",15,4,3,1,25,2,2,12,4,0,8
"1638",53,"No","Travel Rarely",1457,"R&D",2,1,"Medical Sciences",4,"Male",43,2,1,"Research Scientist",3,"Divorced",16015,14961,0,"No",13,3,3,1,8,2,4,10,7,0,2
"1639",37,"No","Travel Rarely",869,"R&D",1,3,"Life Sciences",2,"Male",65,3,4,"Sales Executive",2,"Married",2218,12291,4,"No",19,3,1,1,18,4,3,3,0,0,2
"1640",30,"No","Non Travel",1283,"HR",2,3,"Life Sciences",4,"Female",48,3,3,"Research Scientist",2,"Single",4385,5099,6,"No",11,3,4,0,2,2,3,2,0,2,0
"1641",45,"No","Travel Rarely",1479,"R&D",7,3,"Life Sciences",4,"Female",50,1,2,"Sales Representative",4,"Divorced",1514,18079,7,"No",18,3,1,0,6,2,4,10,2,0,6
"1642",32,"No","Travel Frequently",217,"R&D",2,1,"Life Sciences",4,"Female",85,3,2,"Research Scientist",4,"Single",9094,10261,1,"No",12,4,3,1,13,2,2,5,9,1,10
"1643",28,"No","Non Travel",928,"R&D",14,4,"Life Sciences",3,"Female",44,3,3,"Laboratory Technician",2,"Married",8938,3427,3,"Yes",24,3,1,1,20,3,3,3,2,1,2
"1644",34,"No","Travel Frequently",342,"R&D",7,4,"Medical Sciences",2,"Male",78,3,3,"Research Scientist",2,"Married",2373,25150,1,"No",17,3,2,1,10,2,3,13,0,0,6
"1645",32,"No","Travel Rarely",1147,"R&D",2,1,"Medical Sciences",4,"Male",65,3,1,"Sales Representative",4,"Married",9613,26841,2,"No",12,3,2,1,6,2,2,5,3,12,3
"1646",32,"No","Travel Frequently",116,"Sales",1,3,"Life Sciences",3,"Male",52,3,4,"Research Scientist",4,"Single",2293,26427,0,"No",18,4,4,0,25,2,4,2,7,12,2
"1647",29,"No","Travel Frequently",1092,"R&D",2,4,"Life Sciences",4,"Male",39,3,3,"Sales Executive",4,"Married",2977,16143,1,"No",17,3,4,0,10,3,3,7,0,0,2
"1648",36,"Yes","Travel Rarely",971,"R&D",7,1,"Marketing",4,"Male",98,3,1,"Sales Executive",2,"Married",5715,18079,1,"Yes",11,3,1,1,10,1,3,19,8,11,6
"1649",36,"No","Travel Rarely",871,"R&D",19,2,"Life Sciences",1,"Male",78,3,1,"Research Scientist",4,"Married",6142,14363,1,"Yes",22,3,4,2,2,5,2,2,7,1,7
"1650",38,"Yes","Travel Rarely",638,"R&D",29,1,"Life Sciences",4,"Female",74,4,1,"Sales Executive",3,"Married",5770,15919,0,"No",13,3,1,3,22,2,3,1,6,1,0
"1651",35,"Yes","Non Travel",1368,"Sales",16,4,"Medical Sciences",2,"Male",46,2,1,"Sales Representative",4,"Single",5163,6179,0,"No",14,3,3,1,23,3,3,13,2,0,4
"1652",50,"No","Travel Rarely",1271,"R&D",1,3,"Technical",3,"Female",38,2,2,"Sales Executive",3,"Married",5381,21923,1,"No",16,3,2,1,10,2,2,6,1,12,2
"1653",26,"Yes","Travel Rarely",373,"R&D",8,3,"Medical Sciences",2,"Male",98,4,1,"Manufacturing Director",4,"Married",4400,26703,0,"No",14,3,3,2,17,3,2,5,2,1,7
"1654",55,"No","Travel Rarely",930,"R&D",7,4,"Life Sciences",3,"Male",96,3,1,"Sales Representative",3,"Married",18200,4605,3,"No",15,3,3,0,24,3,3,4,2,6,4
"1655",31,"No","Travel Rarely",1001,"Sales",1,4,"Life Sciences",3,"Male",66,2,2,"Healthcare Representative",2,"Married",3230,24152,1,"Yes",14,3,4,0,20,2,3,10,7,4,9
"1656",33,"Yes","Travel Rarely",371,"Sales",7,2,"Life Sciences",2,"Female",95,2,1,"Manager",2,"Divorced",6673,12858,4,"No",16,3,2,1,7,3,3,1,3,9,7
"1657",19,"No","Travel Rarely",692,"R&D",8,1,"HR",4,"Female",96,2,3,"Research Scientist",3,"Single",2837,5615,1,"No",19,4,3,1,30,2,4,1,7,0,6
"1658",29,"No","Travel Frequently",469,"Sales",26,4,"Life Sciences",4,"Male",51,3,2,"Research Scientist",3,"Single",3919,7975,3,"No",19,4,4,1,6,2,4,10,1,3,2
"1659",35,"No","Travel Frequently",1179,"R&D",21,3,"Life Sciences",3,"Male",78,2,1,"Sales Executive",3,"Married",6513,9396,0,"Yes",13,3,1,1,10,3,2,2,7,1,0
"1660",45,"No","Travel Rarely",495,"R&D",18,1,"Other",3,"Female",42,3,1,"Laboratory Technician",3,"Divorced",5380,18235,1,"Yes",23,3,2,1,9,3,1,2,0,1,6
"1661",55,"No","Travel Frequently",688,"Sales",6,2,"Life Sciences",4,"Female",85,3,5,"Sales Representative",3,"Married",9985,11912,0,"No",12,3,2,1,27,5,3,4,9,0,3
"1662",35,"No","Travel Rarely",309,"R&D",1,1,"Medical Sciences",4,"Male",38,3,3,"Laboratory Technician",4,"Divorced",4477,6069,2,"No",12,3,2,0,15,2,3,10,7,0,8
"1663",34,"No","Travel Rarely",342,"R&D",2,2,"Marketing",2,"Female",56,3,2,"Research Director",1,"Single",2109,6393,0,"Yes",12,3,3,0,1,2,2,2,0,1,8
"1664",36,"No","Travel Rarely",937,"Sales",1,4,"Life Sciences",3,"Female",86,2,3,"Sales Executive",1,"Divorced",3833,11179,1,"No",16,3,2,1,3,2,3,9,7,0,17
"1665",42,"No","Non Travel",240,"R&D",29,4,"Medical Sciences",2,"Female",94,3,1,"Sales Executive",4,"Married",19237,5594,3,"No",15,3,2,0,10,3,2,3,10,1,3
"1666",28,"No","Travel Rarely",117,"Sales",1,4,"Medical Sciences",2,"Male",62,3,1,"Manager",1,"Single",10248,8952,1,"Yes",22,3,1,1,1,2,3,10,1,1,1
"1667",23,"No","Travel Rarely",311,"Sales",2,4,"Other",1,"Male",85,3,1,"Laboratory Technician",4,"Divorced",5204,21082,1,"No",12,3,3,0,7,3,3,15,6,1,3
"1668",35,"No","Travel Rarely",647,"R&D",4,3,"Medical Sciences",2,"Female",33,3,2,"Research Scientist",4,"Married",5337,5747,0,"No",24,3,2,0,7,2,2,7,7,1,4
"1669",55,"No","Travel Rarely",574,"Sales",1,3,"Marketing",4,"Female",98,2,3,"Research Scientist",1,"Married",4741,5549,1,"No",24,3,1,0,36,3,3,5,4,0,0
"1670",25,"No","Travel Rarely",1362,"R&D",19,1,"Life Sciences",1,"Male",42,3,2,"Sales Executive",2,"Married",8633,19562,7,"No",12,3,3,0,10,1,3,3,5,7,7
"1671",38,"No","Travel Rarely",1199,"R&D",3,4,"Life Sciences",1,"Male",92,3,1,"Healthcare Representative",4,"Married",7756,24447,1,"No",11,3,3,1,12,2,3,14,8,11,1
"1672",34,"No","Travel Rarely",511,"R&D",1,2,"Marketing",4,"Male",42,4,2,"Research Scientist",4,"Married",4877,13493,2,"No",13,4,1,2,32,2,2,7,3,0,3
"1673",45,"No","Travel Rarely",868,"R&D",2,4,"Technical",4,"Male",36,3,4,"Research Scientist",3,"Divorced",5257,6881,7,"Yes",25,3,4,0,17,2,2,14,4,0,5
"1674",35,"No","Non Travel",1329,"Sales",23,4,"Medical Sciences",3,"Male",54,3,2,"Sales Executive",3,"Divorced",10231,22656,1,"No",11,4,3,0,5,2,3,8,8,5,8
"1675",26,"No","Travel Rarely",199,"Sales",29,2,"Life Sciences",3,"Male",57,3,5,"Manufacturing Director",4,"Single",2307,21437,6,"Yes",23,3,3,0,23,2,2,8,7,6,8
"1676",32,"No","Travel Rarely",1377,"R&D",3,4,"Life Sciences",2,"Male",84,4,3,"Laboratory Technician",1,"Married",3407,9192,1,"Yes",15,3,4,0,8,4,2,12,3,0,2
"1677",33,"No","Travel Rarely",866,"Sales",2,4,"Other",4,"Male",69,2,5,"Research Director",4,"Married",5070,4821,9,"No",22,3,4,0,7,1,3,2,9,7,7
"1678",43,"No","Travel Frequently",391,"R&D",7,4,"Technical",4,"Female",84,3,2,"Manager",1,"Single",3929,16376,1,"No",12,3,4,0,8,2,3,3,7,5,2
"1679",50,"Yes","Travel Frequently",509,"Sales",9,3,"Life Sciences",2,"Female",41,2,1,"Manager",1,"Single",6804,26062,9,"Yes",13,3,3,0,15,5,4,1,4,0,0
"1680",19,"No","Travel Rarely",1102,"R&D",1,3,"Life Sciences",1,"Female",36,3,3,"HR",1,"Single",6029,23844,6,"No",21,3,3,1,16,3,3,4,11,1,7
"1681",31,"No","Travel Frequently",928,"R&D",7,4,"Medical Sciences",3,"Male",32,3,2,"Research Scientist",4,"Married",5914,14590,1,"Yes",16,4,3,1,3,3,3,10,3,0,2
"1682",41,"No","Travel Rarely",350,"Sales",5,3,"Life Sciences",2,"Male",57,2,3,"Research Scientist",4,"Married",4771,20689,5,"Yes",15,3,4,2,15,2,3,12,8,0,12
"1683",41,"No","Travel Rarely",489,"Sales",4,2,"Life Sciences",2,"Female",36,2,2,"HR",2,"Divorced",2323,24117,0,"Yes",13,3,4,2,10,3,3,3,0,1,2
"1684",35,"No","Travel Rarely",232,"R&D",18,4,"Life Sciences",4,"Male",40,3,5,"Laboratory Technician",3,"Single",2058,24450,1,"Yes",14,4,2,2,9,1,3,9,9,1,0
"1685",28,"No","Travel Rarely",1336,"Sales",1,3,"Life Sciences",3,"Male",86,3,1,"Laboratory Technician",2,"Married",4787,6039,7,"Yes",18,3,3,0,10,3,4,16,8,1,7
"1686",53,"No","Travel Rarely",950,"R&D",10,3,"Life Sciences",1,"Female",33,3,2,"Research Scientist",3,"Single",2933,3335,8,"No",12,4,4,1,6,3,3,3,4,5,4
"1687",30,"No","Travel Frequently",929,"HR",8,4,"Life Sciences",3,"Male",64,2,1,"Sales Executive",4,"Married",4306,8489,8,"Yes",12,4,1,1,5,2,3,6,7,1,7
"1688",35,"No","Travel Rarely",840,"Sales",9,3,"Medical Sciences",3,"Female",98,3,1,"Laboratory Technician",2,"Single",3057,10333,0,"No",12,3,2,1,21,2,2,9,0,0,3
"1689",21,"No","Travel Rarely",1126,"R&D",7,2,"Life Sciences",4,"Female",69,3,1,"Sales Executive",3,"Single",5406,15986,1,"No",15,3,3,0,2,2,3,5,0,0,1
"1690",35,"No","Travel Frequently",147,"R&D",20,3,"Other",3,"Male",98,3,2,"Manufacturing Director",1,"Single",4898,23428,1,"No",22,3,4,0,19,2,3,8,1,1,0
"1691",46,"No","Non Travel",561,"R&D",12,3,"Medical Sciences",4,"Female",73,2,4,"Manager",3,"Married",10482,6319,0,"No",18,3,1,1,7,2,3,1,0,1,0
"1692",29,"Yes","Travel Frequently",1174,"Sales",1,2,"Medical Sciences",1,"Male",54,3,1,"Laboratory Technician",4,"Single",7143,10074,4,"No",19,4,1,1,9,4,2,10,2,1,5
"1693",50,"Yes","Non Travel",796,"R&D",2,4,"Medical Sciences",4,"Male",85,3,1,"Laboratory Technician",4,"Married",1102,17736,3,"No",23,3,3,0,1,3,3,10,10,2,4
"1694",33,"No","Travel Rarely",854,"R&D",2,4,"Medical Sciences",4,"Female",87,3,2,"Research Scientist",3,"Married",8686,5747,6,"No",12,3,4,0,3,3,3,5,2,0,0
"1695",32,"No","Travel Frequently",458,"Sales",7,2,"Medical Sciences",3,"Male",41,3,1,"Manufacturing Director",3,"Married",13503,9687,1,"Yes",20,3,1,2,16,5,2,17,2,1,2
"1696",42,"No","Travel Frequently",1127,"R&D",10,1,"Life Sciences",1,"Female",70,3,2,"Sales Executive",3,"Single",4599,24456,8,"Yes",14,3,3,2,36,6,4,10,2,3,7
"1697",45,"No","Non Travel",756,"R&D",11,4,"Medical Sciences",4,"Male",48,2,2,"Research Scientist",4,"Single",5070,26283,3,"No",13,3,3,1,15,5,1,7,3,7,2
"1698",28,"No","Travel Frequently",1396,"R&D",8,3,"Technical",4,"Male",95,1,1,"Research Scientist",3,"Married",13320,13008,3,"No",12,3,4,0,26,5,3,9,2,0,2
"1699",35,"No","Travel Frequently",1223,"R&D",2,3,"HR",3,"Female",53,2,2,"Research Scientist",2,"Single",10448,4658,0,"No",14,3,4,3,13,2,3,9,2,1,0
"1700",35,"No","Travel Rarely",294,"Sales",1,3,"Medical Sciences",3,"Female",54,3,3,"Research Scientist",1,"Married",9888,5518,1,"No",15,3,4,0,14,3,3,10,2,2,2
"1701",53,"Yes","Travel Rarely",1218,"R&D",26,5,"Medical Sciences",4,"Male",76,3,2,"Research Scientist",4,"Divorced",16792,4910,8,"Yes",17,3,3,0,12,2,1,5,2,4,2
"1702",40,"No","Travel Rarely",657,"Sales",2,3,"Marketing",3,"Female",38,3,1,"Laboratory Technician",3,"Divorced",10096,23914,1,"No",12,3,3,0,21,2,3,3,2,2,3
"1703",26,"No","Travel Rarely",1207,"R&D",9,3,"Life Sciences",4,"Female",32,4,3,"Research Scientist",4,"Married",5033,18079,2,"No",13,3,3,1,19,3,3,6,0,0,1
"1704",22,"No","Travel Rarely",330,"Sales",16,2,"Life Sciences",3,"Female",43,3,1,"Research Scientist",3,"Married",5488,12287,2,"No",17,3,4,1,21,2,3,3,14,7,0
"1705",56,"No","Travel Rarely",213,"R&D",9,4,"Technical",2,"Male",67,3,1,"Manager",3,"Single",6652,11912,2,"No",15,3,4,2,20,2,3,2,9,0,4
"1706",33,"No","Non Travel",523,"Sales",14,4,"Marketing",2,"Male",80,2,5,"Manufacturing Director",1,"Divorced",6261,14864,6,"No",18,3,2,0,15,2,3,9,2,1,8
"1707",49,"No","Travel Rarely",1001,"R&D",4,4,"Medical Sciences",4,"Male",49,3,2,"HR",2,"Married",19141,3156,3,"No",17,3,3,0,9,2,2,1,3,15,3
"1708",51,"No","Travel Rarely",1256,"R&D",16,4,"Medical Sciences",4,"Female",98,3,2,"Sales Representative",1,"Married",4682,26496,1,"No",14,3,1,0,10,2,3,5,14,4,2
"1709",45,"No","Travel Frequently",506,"Sales",1,1,"Life Sciences",4,"Male",52,2,2,"Sales Executive",1,"Single",12490,21457,6,"Yes",14,3,3,0,4,2,2,3,8,1,5
"1710",30,"No","Travel Rarely",470,"Sales",1,3,"Life Sciences",1,"Male",38,2,1,"Laboratory Technician",4,"Married",12936,17519,1,"No",14,3,3,2,1,2,4,5,4,8,3
"1711",40,"No","Travel Frequently",793,"Sales",25,3,"Life Sciences",4,"Male",51,3,3,"Laboratory Technician",2,"Married",10976,24835,3,"No",15,3,2,0,10,2,1,5,2,1,7
"1712",45,"No","Travel Frequently",1398,"Sales",4,1,"Medical Sciences",3,"Female",47,3,2,"Sales Representative",1,"Married",5220,19384,4,"No",14,3,2,2,4,2,1,10,0,1,3
"1713",42,"Yes","Non Travel",482,"Sales",3,3,"Medical Sciences",2,"Female",58,4,2,"Sales Executive",2,"Single",5747,4488,4,"Yes",23,3,3,3,9,2,3,6,4,7,2
"1714",40,"Yes","Travel Rarely",986,"Sales",1,4,"Life Sciences",4,"Female",44,2,3,"Laboratory Technician",3,"Married",2115,21624,2,"No",14,3,3,0,7,3,3,2,0,1,2
"1715",18,"No","Travel Rarely",1141,"Sales",3,3,"Life Sciences",4,"Male",78,2,3,"Laboratory Technician",3,"Single",5253,13402,2,"Yes",12,3,3,0,7,3,3,1,4,0,2
"1716",18,"No","Travel Frequently",1313,"Sales",29,4,"Life Sciences",3,"Male",69,3,2,"Manager",2,"Married",4025,11983,2,"Yes",14,3,1,1,6,4,3,2,7,0,7
"1717",27,"Yes","Travel Rarely",1054,"R&D",2,4,"Medical Sciences",3,"Male",66,2,2,"Healthcare Representative",3,"Divorced",5228,5640,5,"Yes",11,3,3,1,9,1,4,5,0,0,6
"1718",28,"No","Travel Rarely",728,"Sales",1,4,"Life Sciences",3,"Male",50,3,2,"Laboratory Technician",1,"Single",10445,18437,1,"No",13,3,4,1,1,2,3,8,2,0,2
"1719",36,"No","Travel Rarely",959,"Sales",26,4,"Medical Sciences",3,"Female",77,3,2,"Healthcare Representative",1,"Married",4930,10675,1,"No",19,3,2,3,5,2,4,0,2,0,7
"1720",31,"No","Travel Frequently",802,"R&D",7,1,"Marketing",3,"Male",60,4,3,"Manager",1,"Married",3306,7288,2,"No",14,3,4,1,5,3,2,16,9,0,3
"1721",60,"No","Travel Rarely",937,"HR",10,4,"Life Sciences",3,"Female",80,3,2,"Research Scientist",3,"Divorced",2389,19002,1,"No",20,4,2,0,8,2,2,18,3,2,9
"1722",22,"No","Travel Rarely",802,"R&D",21,3,"Medical Sciences",3,"Male",35,3,2,"Manager",4,"Divorced",5093,3335,1,"No",21,4,4,1,6,6,2,0,7,3,2
"1723",37,"No","Travel Rarely",796,"R&D",26,3,"Medical Sciences",3,"Female",66,3,4,"Research Scientist",4,"Divorced",4717,9541,2,"No",14,3,4,0,31,2,3,1,7,11,3
"1724",34,"No","Travel Rarely",783,"Sales",4,4,"Technical",4,"Male",82,2,1,"Sales Executive",1,"Divorced",2561,13430,3,"No",17,3,3,1,14,5,3,3,7,0,10
"1725",35,"No","Travel Frequently",381,"R&D",5,4,"Medical Sciences",3,"Female",67,2,2,"Sales Executive",3,"Divorced",8268,20260,1,"Yes",22,3,1,1,1,2,3,14,0,0,4
"1726",34,"No","Travel Rarely",933,"Sales",6,3,"Medical Sciences",2,"Female",52,3,2,"Sales Executive",4,"Married",2074,25725,9,"Yes",13,3,4,0,33,2,2,1,2,1,2
"1727",28,"No","Travel Rarely",688,"R&D",1,2,"Medical Sciences",3,"Male",57,2,1,"Sales Executive",4,"Divorced",19392,23343,0,"No",13,3,1,0,4,3,3,0,0,0,0
"1728",34,"Yes","Non Travel",430,"R&D",3,4,"Life Sciences",3,"Female",98,4,3,"Manufacturing Director",3,"Married",5154,15815,1,"No",23,3,4,0,9,3,3,8,0,0,2
"1729",38,"No","Non Travel",802,"R&D",20,4,"Life Sciences",3,"Female",53,2,3,"Laboratory Technician",4,"Single",4385,7858,3,"Yes",21,3,4,0,9,6,3,21,7,0,1
"1730",29,"No","Travel Rarely",593,"R&D",2,3,"Marketing",2,"Female",61,2,1,"Sales Representative",4,"Single",11631,3129,3,"Yes",13,3,2,0,21,3,1,2,0,0,2
"1731",31,"No","Travel Rarely",1469,"R&D",19,3,"Life Sciences",4,"Female",63,4,2,"Sales Representative",3,"Married",4907,5982,4,"Yes",12,3,3,0,10,2,2,15,15,5,7
"1732",34,"No","Travel Rarely",986,"R&D",6,1,"Medical Sciences",2,"Female",48,3,1,"Manager",4,"Single",4381,22074,1,"Yes",11,3,4,1,3,3,3,10,0,14,11
"1733",26,"No","Travel Frequently",428,"R&D",24,3,"Technical",2,"Female",35,2,2,"Manager",1,"Single",4663,19737,9,"No",14,4,2,3,3,5,3,6,11,0,0
"1734",39,"Yes","Travel Rarely",969,"Sales",14,2,"Life Sciences",3,"Male",100,3,1,"HR",3,"Married",17328,12947,1,"No",14,3,3,0,7,2,3,5,9,0,3
